0	1	-1
2	1	1
2	3	1
4	1	-1
2	5	1
2	6	-1
6	7	-1
3	8	-1
4	9	1
2	10	-1
6	11	-1
9	12	1
4	13	1
2	14	1
2	15	1
0	16	1
2	17	-1
2	18	1
19	0	1
20	11	1
2	21	-1
19	22	1
23	3	1
0	24	1
2	25	1
2	26	-1
0	27	1
5	28	1
29	0	-1
30	21	1
31	21	-1
23	32	-1
0	33	-1
12	34	-1
26	35	1
9	36	1
14	37	1
0	38	-1
30	39	-1
9	40	-1
41	40	1
2	42	1
2	43	1
3	44	1
40	45	1
43	46	-1
2	47	-1
9	48	-1
29	49	1
34	50	1
2	51	-1
19	52	1
4	53	-1
42	54	1
55	35	1
51	56	1
57	17	1
58	52	1
59	50	-1
0	60	-1
54	61	-1
62	37	-1
29	63	-1
23	64	-1
65	44	-1
66	32	-1
4	67	-1
36	68	1
4	69	-1
9	70	1
42	71	1
63	72	-1
19	73	-1
59	74	1
52	75	1
4	76	1
40	77	1
2	78	-1
62	79	-1
2	80	-1
2	81	1
3	82	1
52	83	1
84	54	-1
85	20	-1
52	86	1
74	87	1
51	88	1
2	89	1
90	1	-1
19	91	1
2	92	1
52	93	1
94	44	1
95	32	1
43	96	-1
26	97	-1
26	98	-1
3	99	1
92	35	-1
99	2	-1
61	13	1
2	31	1
2	5	1
33	39	-1
6	96	-1
62	71	1
48	71	1
37	92	-1
2	1	1
77	3	1
5	60	1
62	50	1
61	33	-1
68	56	1
0	7	-1
50	22	1
3	81	-1
34	52	-1
32	88	1
0	3	-1
3	77	1
28	22	-1
30	81	-1
4	62	1
33	68	-1
4	39	1
9	43	-1
2	32	1
0	28	-1
90	22	1
82	59	-1
29	38	1
51	70	1
30	85	-1
59	3	1
56	81	-1
87	70	1
90	91	-1
33	96	-1
4	30	1
10	61	-1
88	30	1
38	17	1
2	46	-1
13	57	-1
45	58	1
92	40	1
85	15	-1
14	93	-1
1	0	-1
2	0	-1
3	0	-1
4	0	-1
5	0	-1
6	0	-1
7	0	1
4	8	1
3	9	-1
10	0	1
10	11	1
7	12	1
12	13	-1
8	14	1
11	15	-1
4	16	1
17	15	1
2	18	1
14	19	-1
20	18	1
21	15	1
3	22	1
23	17	1
24	22	1
25	0	-1
7	26	-1
2	27	-1
28	17	-1
29	26	1
21	30	1
27	31	-1
27	32	-1
33	16	-1
34	22	1
2	35	1
8	36	1
37	35	-1
38	22	-1
39	0	1
13	40	1
2	41	1
42	0	1
37	43	-1
25	44	1
45	16	-1
5	46	1
47	35	1
48	29	-1
49	4	1
2	50	-1
4	51	1
52	35	-1
53	8	1
54	9	1
10	55	1
56	31	-1
57	38	-1
58	55	1
2	59	1
60	0	1
2	61	1
62	37	-1
63	11	1
64	58	1
58	65	1
43	66	1
67	63	-1
66	68	1
4	69	1
3	70	-1
63	71	-1
40	72	-1
73	46	1
62	74	-1
63	75	-1
76	33	1
77	3	1
78	72	1
5	79	-1
27	80	1
49	81	-1
42	82	-1
3	83	1
84	75	1
48	85	1
86	79	1
87	35	-1
88	33	1
89	9	1
2	90	1
91	71	1
92	13	-1
44	93	1
73	94	1
35	95	-1
96	3	-1
88	97	1
98	52	1
99	45	-1
42	100	1
32	101	1
44	102	-1
63	103	-1
104	4	-1
17	105	1
10	106	-1
104	107	-1
62	108	1
109	102	1
62	110	-1
111	94	-1
112	99	-1
62	113	1
114	82	1
115	14	1
116	35	1
117	63	1
48	118	-1
17	119	1
59	120	-1
121	1	1
121	122	-1
43	123	1
7	124	-1
117	125	1
126	102	-1
87	127	1
7	128	-1
129	72	-1
54	130	1
131	1	1
7	132	1
133	72	1
47	134	1
135	0	-1
78	136	-1
137	91	1
138	120	-1
79	139	1
63	140	1
141	83	1
121	142	1
109	143	-1
138	144	1
121	145	-1
146	90	-1
147	66	1
148	94	-1
149	46	-1
117	150	-1
151	76	-1
43	152	1
153	0	-1
154	70	-1
155	90	-1
156	3	-1
147	157	1
158	26	-1
159	40	1
160	110	1
62	161	1
5	162	1
101	163	-1
164	51	1
24	165	-1
153	166	-1
88	167	1
168	0	1
1	169	1
60	170	1
171	94	1
54	172	-1
108	173	1
121	174	-1
175	66	-1
63	176	-1
177	99	-1
73	178	1
7	179	1
154	180	-1
78	181	-1
95	182	1
183	147	-1
184	86	-1
149	185	-1
186	109	-1
24	187	1
188	146	1
186	189	1
190	94	1
24	191	-1
192	96	1
96	193	1
101	194	1
4	195	1
196	63	1
197	66	-1
49	198	1
79	199	-1
200	35	1
201	188	1
140	202	-1
203	54	-1
89	204	-1
205	94	-1
25	206	-1
87	207	-1
208	170	-1
209	182	1
201	210	-1
211	26	-1
48	212	1
57	213	-1
214	116	-1
215	95	1
216	170	-1
146	217	1
218	36	-1
219	0	-1
220	182	-1
122	221	1
222	139	1
223	127	-1
63	224	1
225	102	-1
226	38	-1
188	227	-1
228	144	1
229	9	-1
230	59	-1
231	174	1
232	36	1
233	63	-1
63	234	-1
235	90	1
159	236	-1
104	237	-1
238	237	1
121	239	1
62	240	-1
63	241	1
242	42	1
243	83	-1
244	52	1
235	245	1
246	161	-1
115	247	-1
62	248	-1
249	132	-1
250	108	1
251	218	-1
42	252	-1
201	253	-1
120	254	-1
125	255	-1
4	256	1
257	85	1
36	258	1
259	102	-1
86	260	-1
261	178	1
220	262	-1
263	63	1
90	264	-1
97	265	-1
163	266	-1
267	229	1
268	33	-1
269	166	1
270	17	1
25	271	-1
121	272	1
273	123	-1
214	274	1
10	275	-1
86	276	1
84	277	1
278	228	1
279	163	1
36	280	1
205	281	-1
132	282	-1
163	283	1
199	284	1
285	11	-1
37	286	-1
287	33	-1
104	288	-1
163	289	1
63	290	1
168	291	-1
26	292	1
171	293	1
77	294	1
295	248	1
32	296	1
131	297	1
298	94	1
299	176	-1
263	300	1
63	301	1
48	302	1
303	58	-1
304	35	-1
101	305	1
3	306	1
4	307	-1
308	178	1
309	35	1
231	310	-1
267	311	1
312	243	-1
313	41	1
314	41	1
239	315	-1
316	254	1
317	88	-1
289	318	-1
272	319	-1
220	320	-1
37	321	-1
134	322	1
114	323	-1
324	69	-1
325	25	-1
326	184	1
52	327	-1
328	94	1
70	329	-1
330	140	1
116	331	-1
332	83	-1
333	136	1
2	334	-1
2	335	1
224	336	-1
337	249	1
338	29	-1
339	63	-1
24	340	-1
156	341	-1
342	66	1
336	343	-1
344	94	1
345	194	1
48	346	-1
304	347	1
154	348	1
279	349	1
350	0	-1
244	351	-1
168	352	1
353	0	1
354	83	1
126	355	-1
356	65	-1
151	357	-1
270	358	-1
359	148	-1
272	360	1
361	10	-1
88	362	-1
363	318	-1
284	364	-1
58	365	-1
366	295	1
67	367	1
198	368	1
2	369	1
7	370	1
108	371	1
372	76	1
373	36	-1
230	374	1
375	169	1
376	318	1
377	328	-1
369	378	1
343	379	-1
380	21	-1
8	381	1
382	50	-1
383	297	-1
384	256	-1
140	385	-1
313	386	-1
49	387	-1
388	105	1
369	389	-1
122	390	1
391	294	1
328	392	1
318	393	-1
214	394	-1
21	395	-1
98	396	1
43	397	-1
398	0	1
254	399	1
38	400	-1
140	401	1
86	402	-1
312	403	-1
404	111	1
324	405	-1
406	189	-1
407	191	1
246	408	-1
3	409	1
410	348	1
411	18	1
412	102	1
45	413	1
414	16	-1
415	278	-1
416	125	-1
55	417	-1
418	66	-1
268	419	1
420	275	1
350	421	-1
53	422	1
184	423	1
424	143	1
425	352	-1
426	161	-1
247	427	1
428	107	1
429	376	1
430	337	-1
431	196	-1
432	140	1
433	146	-1
104	434	-1
435	41	-1
86	436	1
399	437	1
438	271	1
439	163	1
339	440	-1
130	441	1
313	442	-1
443	136	1
288	444	-1
445	249	-1
242	446	-1
447	8	1
448	266	-1
7	449	-1
336	450	1
149	451	1
452	246	-1
453	281	1
38	454	1
399	455	1
456	102	1
457	33	1
215	458	-1
437	459	-1
460	217	-1
146	461	1
462	422	1
463	189	1
30	464	1
452	465	-1
211	466	1
88	467	-1
430	468	1
272	469	1
7	470	-1
53	471	-1
472	302	-1
473	35	-1
474	277	1
475	48	1
48	476	-1
272	477	1
478	453	-1
479	436	1
480	63	-1
57	481	-1
482	11	-1
57	483	1
197	484	1
485	195	-1
234	486	-1
487	275	1
438	488	-1
489	0	1
235	490	1
491	400	-1
4	492	-1
493	140	-1
231	494	1
495	188	1
252	496	-1
497	409	1
498	429	-1
278	499	-1
304	500	-1
108	501	1
502	24	1
383	503	1
323	504	1
353	505	1
312	506	1
507	112	1
108	508	-1
509	452	-1
489	510	-1
205	511	-1
512	65	-1
153	513	1
514	8	-1
515	254	1
516	17	-1
517	132	1
126	518	1
519	174	1
520	357	1
188	521	-1
402	522	1
218	523	-1
524	178	1
235	525	-1
119	526	1
146	527	1
528	240	1
380	529	-1
530	348	1
531	82	-1
532	281	1
52	533	1
224	534	1
535	54	1
78	536	1
343	537	1
538	241	-1
26	539	-1
540	378	-1
541	152	-1
542	75	1
130	543	-1
544	99	-1
545	543	1
546	27	1
547	58	1
548	464	-1
382	549	1
550	25	-1
64	551	-1
552	63	1
541	553	-1
194	554	1
49	555	1
115	556	1
557	9	1
286	558	1
368	559	-1
372	560	1
388	561	1
562	405	-1
133	563	1
564	453	1
565	544	1
140	566	-1
463	567	1
207	568	1
569	236	1
151	570	-1
186	571	-1
572	241	1
573	320	1
281	574	-1
48	575	-1
410	576	-1
569	577	1
578	374	-1
482	579	-1
580	410	1
209	581	1
261	582	1
14	583	1
584	566	1
585	284	-1
586	9	1
587	496	-1
588	469	-1
140	589	1
270	590	1
2	591	1
592	464	1
593	93	-1
594	163	-1
270	595	1
472	596	-1
132	597	-1
598	285	1
599	69	-1
244	600	-1
601	109	-1
602	277	-1
121	603	1
323	604	1
576	605	1
606	0	1
607	182	-1
608	166	1
609	351	-1
610	526	1
287	611	1
612	72	-1
10	613	-1
126	614	1
615	50	1
616	484	1
617	374	1
618	469	-1
62	619	-1
620	144	-1
79	621	-1
30	622	1
623	41	1
46	624	1
625	340	-1
626	120	1
234	627	-1
42	628	-1
343	629	1
67	630	-1
631	494	-1
632	55	1
517	633	-1
626	634	-1
519	635	1
295	636	1
312	637	1
638	637	1
490	639	1
140	640	1
641	178	-1
642	102	-1
324	643	1
644	248	-1
437	645	-1
265	646	-1
183	647	1
111	648	1
594	649	1
2	650	1
63	651	-1
652	477	1
101	653	1
375	654	1
655	139	-1
656	291	-1
460	657	1
201	658	-1
257	659	-1
660	243	-1
294	661	-1
662	477	-1
392	663	-1
391	664	1
275	665	-1
295	666	-1
667	146	-1
411	668	1
669	561	-1
670	23	-1
581	671	1
672	23	1
593	673	-1
132	674	-1
47	675	-1
627	676	1
308	677	1
678	295	-1
679	523	-1
443	680	-1
681	296	-1
682	66	1
683	24	1
684	0	1
343	685	1
686	139	-1
687	480	-1
194	688	1
689	311	-1
690	279	-1
79	691	1
692	632	1
334	693	1
103	694	1
695	447	1
664	696	-1
36	697	-1
571	698	-1
369	699	1
19	700	-1
77	701	1
702	267	1
516	703	1
166	704	-1
153	705	1
706	0	-1
589	707	1
313	708	-1
709	437	-1
710	75	-1
711	287	1
544	712	-1
409	713	1
714	352	-1
86	715	-1
54	716	-1
344	717	1
138	718	-1
52	719	1
380	720	-1
38	721	1
722	129	1
723	53	1
724	387	1
725	510	-1
726	373	-1
727	52	-1
424	728	1
729	677	1
555	730	-1
731	457	1
732	144	1
383	733	-1
734	357	-1
683	735	-1
537	736	-1
38	737	-1
738	318	-1
739	59	-1
740	176	-1
741	82	-1
742	449	-1
290	743	-1
48	744	-1
408	745	-1
276	746	1
383	747	-1
748	397	-1
250	749	-1
156	750	-1
101	751	-1
642	752	1
753	63	-1
555	754	1
663	755	-1
756	429	-1
437	757	1
758	579	1
759	106	-1
484	760	1
423	761	-1
667	762	-1
411	763	-1
764	418	-1
118	765	1
153	766	-1
343	767	1
768	437	-1
600	769	-1
51	770	1
247	771	1
772	119	1
773	647	-1
260	774	-1
775	603	1
776	743	1
163	777	1
778	493	1
779	69	1
1	780	1
498	781	-1
3	782	1
783	413	-1
312	784	-1
785	167	1
786	53	1
682	787	-1
788	743	-1
789	85	-1
360	790	1
108	791	-1
792	445	1
793	217	-1
794	568	-1
795	144	-1
796	761	-1
7	797	1
798	266	1
627	799	-1
800	52	1
701	801	1
802	206	1
343	803	-1
804	340	-1
805	778	1
806	435	1
807	701	-1
808	127	1
809	510	-1
101	810	1
811	584	1
812	267	-1
524	813	1
814	72	-1
63	815	1
816	763	1
26	817	1
165	818	1
411	819	1
19	820	-1
821	231	1
452	822	1
111	823	-1
824	318	-1
244	825	-1
826	243	1
279	827	-1
352	828	1
186	829	-1
830	256	-1
831	447	1
411	832	1
783	833	-1
724	834	1
835	310	-1
836	74	-1
218	837	-1
838	210	1
839	120	1
121	840	1
841	144	-1
842	673	1
308	843	-1
26	844	1
845	539	-1
62	846	-1
847	52	-1
818	848	1
262	849	1
255	850	1
43	851	-1
852	628	-1
853	354	-1
20	854	-1
855	18	1
856	641	-1
478	857	1
858	378	-1
859	280	1
459	860	1
8	861	-1
794	862	1
454	863	-1
38	864	1
462	865	1
197	866	1
867	484	1
457	868	1
49	869	-1
836	870	-1
316	871	-1
452	872	-1
873	340	-1
874	24	1
555	875	1
519	876	-1
759	877	-1
878	41	1
879	754	1
880	0	-1
48	881	1
882	104	1
883	309	-1
465	884	1
13	885	-1
446	886	1
63	887	1
814	888	-1
889	463	-1
542	890	-1
891	260	1
892	265	1
391	893	1
642	894	1
895	8	-1
896	403	1
108	897	-1
898	94	-1
7	899	1
900	346	1
123	901	-1
249	902	-1
903	504	1
72	904	1
19	905	1
142	906	-1
907	791	-1
533	908	1
398	909	-1
910	153	1
193	911	1
912	389	-1
407	913	1
2	914	1
87	915	-1
646	916	1
917	404	-1
382	918	1
919	161	1
920	629	-1
771	921	-1
451	922	1
923	379	1
924	478	-1
925	127	1
926	914	-1
411	927	-1
23	928	-1
919	929	-1
27	930	-1
326	931	1
932	261	1
933	374	1
217	934	-1
935	595	-1
936	105	-1
937	33	1
398	938	-1
251	939	-1
940	669	1
941	378	1
5	942	1
276	943	-1
944	142	-1
156	945	-1
795	946	-1
575	947	-1
470	948	-1
949	791	1
950	152	-1
208	951	-1
151	952	1
398	953	1
67	954	-1
391	955	-1
956	796	1
220	957	-1
14	958	-1
810	959	-1
960	146	-1
961	142	-1
962	195	1
862	963	-1
38	964	1
965	468	-1
966	120	1
396	967	-1
968	456	-1
681	969	1
970	871	1
295	971	-1
972	903	-1
285	973	1
974	743	1
84	975	1
37	976	-1
977	629	-1
722	978	1
629	979	1
980	381	-1
62	981	-1
712	982	1
983	707	-1
585	984	1
985	521	-1
986	566	-1
1	987	-1
383	988	1
889	989	1
4	990	-1
133	991	-1
600	992	-1
375	993	-1
627	994	1
896	995	1
637	996	1
997	70	1
36	998	-1
32	999	-1
482	971	-1
799	892	-1
472	751	1
327	768	1
409	273	1
776	170	-1
419	302	-1
404	288	1
576	493	1
292	90	1
38	277	1
913	510	-1
183	968	1
880	840	-1
694	25	1
380	419	-1
62	98	1
387	442	-1
473	996	-1
372	476	1
642	180	-1
625	646	1
63	413	1
694	63	1
895	537	-1
684	784	1
902	106	1
155	493	1
290	543	1
372	318	-1
700	198	1
140	614	-1
21	70	1
917	640	-1
233	265	1
60	490	-1
67	239	-1
396	293	1
367	111	1
279	32	1
530	490	-1
659	3	-1
627	311	-1
363	284	-1
214	845	-1
70	40	-1
181	533	-1
287	392	1
288	102	1
86	243	1
741	344	-1
912	215	-1
178	8	1
771	780	1
979	585	-1
379	716	-1
401	449	-1
988	63	-1
262	75	1
402	966	-1
276	465	1
421	589	-1
216	767	1
27	63	1
818	545	1
981	307	-1
392	136	-1
822	563	1
588	199	1
344	287	-1
766	698	1
465	61	1
40	348	1
15	102	1
272	453	1
672	859	1
746	290	1
116	86	1
67	454	-1
275	866	1
483	827	-1
350	852	1
933	248	-1
465	970	-1
759	376	-1
781	207	1
683	69	1
112	129	-1
74	379	-1
90	398	-1
246	147	1
63	533	1
411	81	-1
524	311	-1
690	590	1
974	616	1
690	906	-1
187	953	-1
793	545	-1
806	231	1
308	105	1
213	784	1
301	618	-1
646	693	-1
302	72	1
801	421	-1
956	833	-1
48	597	-1
741	58	1
473	74	-1
341	249	1
125	132	1
931	432	1
437	191	1
865	16	1
120	65	-1
281	259	-1
56	777	-1
186	675	1
132	21	-1
479	63	1
682	40	-1
725	777	-1
551	737	-1
603	591	-1
455	954	1
629	70	1
557	840	1
214	454	1
332	414	-1
696	799	-1
931	958	-1
900	182	-1
180	518	1
880	728	-1
2	318	1
727	680	-1
62	493	1
27	922	1
106	468	1
796	171	-1
8	855	1
490	686	-1
613	385	-1
292	98	1
416	471	-1
988	737	-1
200	826	-1
475	103	-1
382	109	-1
63	679	-1
313	32	-1
946	854	-1
505	512	-1
552	477	1
125	283	1
275	439	-1
532	821	1
598	460	1
605	413	1
387	1	1
597	713	1
139	973	-1
452	389	1
525	300	1
345	145	-1
286	217	-1
639	228	1
303	702	1
459	11	1
62	341	1
84	996	-1
746	954	1
745	267	-1
327	103	1
865	835	1
555	927	1
953	608	-1
391	115	1
379	13	-1
213	680	1
485	329	1
733	228	-1
762	352	-1
191	368	1
278	29	-1
680	418	1
701	904	-1
632	923	1
820	574	1
140	677	1
223	59	-1
715	842	-1
777	556	1
609	537	1
840	760	-1
152	216	-1
352	101	1
232	465	-1
809	207	1
789	913	1
